Pregunta,Respuesta,Categoría,Fuente
¿Qué valores destacan en la formación que brinda la UPAO?,"Se fomenta la responsabilidad, el respeto, la integridad y el trabajo colaborativo.",Valores,Estatuto UPAO 2023 (Art. 7)
¿Qué tipo de valores sostiene la UPAO en su Estatuto?,"Humanismo, innovación, ética y solidaridad como componentes esenciales del quehacer universitario.",Valores,Estatuto UPAO 2023 (Art. 7)
¿Qué virtudes fomenta la UPAO en sus estudiantes y personal?,"Respeto, responsabilidad, ética profesional y compromiso con la sociedad.",Valores,Estatuto UPAO 2023 (Art. 7)
¿Cómo está organizada la UPAO?,"La universidad se estructura en órganos de gobierno, órganos académicos, unidades administrativas y dependencias descentralizadas.",Organización,Estatuto UPAO 2023 (Art. 10)
¿Cuál es la estructura organizativa de la UPAO?,"Se divide en órganos de gobierno, órganos académicos, unidades administrativas y sedes descentralizadas.",Organización,Estatuto UPAO 2023 (Art. 10)
¿Cómo se distribuye internamente la gestión en la UPAO?,"Mediante órganos normativos, ejecutivos y académicos que articulan la administración universitaria.",Organización,Estatuto UPAO 2023 (Art. 10)
¿Qué componentes integran la organización de la universidad?,"Autoridades, consejos, oficinas administrativas y filiales conforman la estructura de gestión.",Organización,Estatuto UPAO 2023 (Art. 10)
¿Qué elementos conforman la estructura de la UPAO?,"Incluye niveles de gobierno, áreas académicas, y dependencias administrativas en distintos niveles.",Organización,Estatuto UPAO 2023 (Art. 10)
¿Cómo se compone internamente la universidad UPAO?,"Con una organización funcional basada en gobierno central, unidades académicas y administrativas.",Organización,Estatuto UPAO 2023 (Art. 10)
¿Qué es la Asamblea Universitaria?,"Es el máximo órgano de gobierno de la UPAO, con funciones normativas y de fiscalización.",Gobierno universitario,Estatuto UPAO 2023 (Art. 17)
¿Cuál es el rol de la Asamblea Universitaria en la UPAO?,"Es el ente superior de gobierno, encargado de dictar normas y supervisar la gestión institucional.",Gobierno universitario,Estatuto UPAO 2023 (Art. 17)
¿Qué autoridad representa el máximo nivel de decisión en la UPAO?,"La Asamblea Universitaria, que regula, fiscaliza y toma decisiones estratégicas.",Gobierno universitario,Estatuto UPAO 2023 (Art. 17)
¿Qué función cumple la Asamblea Universitaria según el Estatuto?,Define la política general de la universidad y fiscaliza a sus autoridades principales.,Gobierno universitario,Estatuto UPAO 2023 (Art. 17)
¿Quién tiene la máxima potestad en la estructura de gobierno de la UPAO?,"La Asamblea Universitaria, con atribuciones normativas y fiscalizadoras.",Gobierno universitario,Estatuto UPAO 2023 (Art. 17)
¿Qué entidad toma las decisiones más importantes en la UPAO?,"La Asamblea Universitaria, como órgano colegiado supremo.",Gobierno universitario,Estatuto UPAO 2023 (Art. 17)
¿Quién elige al rector?,El rector es elegido por la Asamblea Universitaria mediante votación con mayoría calificada.,Autoridades,Estatuto UPAO 2023 (Art. 38)
¿Quién tiene la responsabilidad de elegir al rector en la UPAO?,La Asamblea Universitaria es el órgano encargado de elegir al rector mediante votación calificada.,Autoridades,Estatuto UPAO 2023 (Art. 38)
¿Cuál es el procedimiento para la elección del rector?,La Asamblea Universitaria elige al rector a través de votación con mayoría calificada.,Autoridades,Estatuto UPAO 2023 (Art. 38)
¿Qué instancia universitaria elige al rector?,La elección del rector está a cargo de la Asamblea Universitaria en sesión especial.,Autoridades,Estatuto UPAO 2023 (Art. 38)
¿Quién designa al rector según el Estatuto de la UPAO?,La Asamblea Universitaria es quien tiene la potestad de elegirlo en base al reglamento interno.,Autoridades,Estatuto UPAO 2023 (Art. 38)
¿Cómo se realiza la elección del rector en la UPAO?,Mediante votación calificada llevada a cabo por los miembros de la Asamblea Universitaria.,Autoridades,Estatuto UPAO 2023 (Art. 38)
¿Qué funciones tiene el rector?,"Dirige la universidad, representa legalmente a la institución y ejecuta los acuerdos del gobierno universitario.",Funciones,Estatuto UPAO 2023 (Art. 39)
¿Qué responsabilidades principales tiene el rector en la UPAO?,"Representa a la universidad, ejecuta las decisiones del gobierno y dirige la gestión institucional.",Funciones,Estatuto UPAO 2023 (Art. 39)
¿Cuál es el rol del rector dentro de la universidad?,Es la autoridad máxima ejecutiva que lidera y administra todas las actividades universitarias.,Funciones,Estatuto UPAO 2023 (Art. 39)
¿Qué labores desempeña el rector de acuerdo con el Estatuto?,"Administra, representa legalmente a la universidad y asegura la implementación de acuerdos.",Funciones,Estatuto UPAO 2023 (Art. 39)
¿Qué tareas le corresponden al rector según su cargo?,"Debe gestionar los recursos, representar la institución y ejecutar los acuerdos del gobierno universitario.",Funciones,Estatuto UPAO 2023 (Art. 39)
¿En qué consiste la función del rector dentro de la UPAO?,Conducir el funcionamiento general de la universidad y cumplir las decisiones institucionales.,Funciones,Estatuto UPAO 2023 (Art. 39)
¿Qué hace el Vicerrectorado Académico?,"Supervisa las actividades académicas, garantiza la calidad educativa y propone mejoras al sistema de enseñanza.",Vicerrectorados,Estatuto UPAO 2023 (Art. 41)
¿Cuál es la función del Vicerrectorado Académico?,Asegura la calidad de la enseñanza y supervisa todas las actividades académicas de la UPAO.,Vicerrectorados,Estatuto UPAO 2023 (Art. 41)
¿Qué responsabilidades tiene el Vicerrectorado Académico?,"Supervisa procesos educativos, mejora la oferta académica y evalúa el rendimiento docente.",Vicerrectorados,Estatuto UPAO 2023 (Art. 41)
¿Qué tareas cumple el Vicerrector Académico?,"Controla la gestión académica, vela por la calidad educativa y propone innovaciones curriculares.",Vicerrectorados,Estatuto UPAO 2023 (Art. 41)
¿Qué papel desempeña el Vicerrectorado Académico en la universidad?,"Dirige la planificación académica, monitorea programas y fortalece el sistema de enseñanza.",Vicerrectorados,Estatuto UPAO 2023 (Art. 41)
¿Qué atribuciones tiene el Vicerrectorado Académico en la UPAO?,Liderar la mejora continua del sistema académico y garantizar su efectividad.,Vicerrectorados,Estatuto UPAO 2023 (Art. 41)
¿Qué responsabilidades tiene la Dirección de Escuela?,"Coordina la planificación académica, supervisa el desarrollo curricular y gestiona el desempeño docente.",Direcciones,Estatuto UPAO 2023 (Art. 46)
¿Qué funciones cumple la Dirección de Escuela?,"Coordina el desarrollo de las actividades académicas, supervisa el currículo y evalúa la docencia.",Direcciones,Estatuto UPAO 2023 (Art. 46)
¿Qué rol cumple la Dirección de Escuela en la UPAO?,"Organiza, ejecuta y controla el plan de estudios y la labor académica de los docentes.",Direcciones,Estatuto UPAO 2023 (Art. 46)
¿Qué tareas están a cargo de la Dirección de Escuela?,"Planificar, implementar y evaluar los programas académicos dentro de su unidad.",Direcciones,Estatuto UPAO 2023 (Art. 46)
¿Qué acciones le competen a la Dirección de Escuela?,"Liderar la formación profesional, gestionar el personal docente y asegurar el cumplimiento curricular.",Direcciones,Estatuto UPAO 2023 (Art. 46)
¿Qué gestiona la Dirección de Escuela según el Estatuto?,"La operatividad académica de su escuela profesional, el plan de estudios y el desempeño del cuerpo docente.",Direcciones,Estatuto UPAO 2023 (Art. 46)
¿Qué derechos tienen los estudiantes según el Estatuto?,"Acceder a formación de calidad, participar en órganos de gobierno, recibir orientación académica y ser evaluados con transparencia.",Derechos estudiantiles,Estatuto UPAO 2023 (Art. 57)
¿Qué derechos les otorga el Estatuto a los estudiantes de la UPAO?,"Tienen derecho a recibir educación de calidad, ser evaluados objetivamente y participar en la vida universitaria.",Derechos estudiantiles,Estatuto UPAO 2023 (Art. 57)
¿Qué derechos reconoce la UPAO a sus estudiantes?,"Garantiza la orientación académica, evaluación justa y participación democrática en órganos de gobierno.",Derechos estudiantiles,Estatuto UPAO 2023 (Art. 57)
¿Qué garantías brinda el Estatuto a los estudiantes?,"Acceso a una formación integral, participación en decisiones institucionales y atención académica oportuna.",Derechos estudiantiles,Estatuto UPAO 2023 (Art. 57)
¿A qué pueden acceder los estudiantes según sus derechos estatutarios?,"A servicios educativos de calidad, representación estudiantil y procesos evaluativos transparentes.",Derechos estudiantiles,Estatuto UPAO 2023 (Art. 57)
¿Qué contempla el Estatuto en cuanto a los derechos del alumnado?,"Derecho a una educación adecuada, asesoramiento académico y condiciones de evaluación justas.",Derechos estudiantiles,Estatuto UPAO 2023 (Art. 57)
¿Qué comprende la Cuota de Servicio de Enseñanza (CSE)?,"La Cuota de Servicio de Enseñanza (CSE) incluye todos los costos relacionados con la formación académica regular del estudiante durante el semestre: clases, evaluaciones, uso de laboratorios, bibliotecas y demás servicios académicos que forman parte del plan curricular. No incluye servicios adicionales como exámenes extraordinarios o trámites administrativos especiales.",Cuota de Enseñanza,Plan Tarifario 2025 - Definición de CSE
¿Qué servicios están incluidos dentro de la Cuota de Servicio de Enseñanza?,"Cubre las actividades educativas regulares del semestre, como clases, evaluaciones, laboratorios y servicios académicos vinculados al plan curricular.",Cuota de Enseñanza,Plan Tarifario 2025 - Definición de CSE
¿Qué abarca exactamente la CSE que pagan los estudiantes?,"La CSE incluye costos relacionados con la formación académica estándar, sin contemplar trámites u otros servicios adicionales.",Cuota de Enseñanza,Plan Tarifario 2025 - Definición de CSE
¿Qué incluye el pago por enseñanza en UPAO según el tarifario?,"Incluye los recursos y actividades académicas planificadas, como clases y uso de infraestructura académica.",Cuota de Enseñanza,Plan Tarifario 2025 - Definición de CSE
¿Qué cubre la Cuota de Servicio de Enseñanza que abona el estudiante?,Comprende el acceso a servicios académicos básicos necesarios para el desarrollo del plan de estudios.,Cuota de Enseñanza,Plan Tarifario 2025 - Definición de CSE
¿Qué está contenido dentro de la CSE en la universidad?,"Los elementos centrales del proceso formativo, como clases, evaluaciones y acceso a bibliotecas, forman parte de la CSE.",Cuota de Enseñanza,Plan Tarifario 2025 - Definición de CSE
¿Cómo se divide el pago de la Cuota de Servicio de Enseñanza (CSE)?,"El pago de la CSE se divide en cinco (5) cuotas mensuales iguales, distribuidas a lo largo del semestre académico. Esta modalidad facilita al estudiante la posibilidad de cumplir con sus pagos sin afectar significativamente su economía familiar.",Cuota de Enseñanza,Plan Tarifario 2025 - Cronograma de pagos
¿En cuántas partes se fracciona el pago de la enseñanza en UPAO?,Se distribuye en cinco pagos mensuales iguales a lo largo del semestre académico.,Cuota de Enseñanza,Plan Tarifario 2025 - Cronograma de pagos
¿Cómo se organiza el abono de la CSE en el semestre?,"A través de cuotas mensuales proporcionales, para facilitar el cumplimiento económico del estudiante.",Cuota de Enseñanza,Plan Tarifario 2025 - Cronograma de pagos
¿Cuál es la modalidad de pago de la CSE?,Se establece un esquema de cinco cuotas mensuales de igual valor durante el ciclo académico.,Cuota de Enseñanza,Plan Tarifario 2025 - Cronograma de pagos
¿Cómo se calendariza el pago de la enseñanza?,Mediante cinco pagos distribuidos mensualmente para simplificar la carga económica.,Cuota de Enseñanza,Plan Tarifario 2025 - Cronograma de pagos
¿Cómo se realiza el pago de la enseñanza en UPAO según el tarifario?,"El monto total se fracciona en cinco pagos mensuales consecutivos, conforme al cronograma semestral.",Cuota de Enseñanza,Plan Tarifario 2025 - Cronograma de pagos
¿Qué sucede si no pago una de las cuotas mensuales de enseñanza?,"En caso de incumplimiento del pago de una cuota, se generará un recargo por mora. Además, la Universidad puede restringir ciertos servicios académicos como la visualización de notas, emisión de constancias o trámites internos hasta regularizar la deuda pendiente.",Moras y penalidades,Plan Tarifario 2025 - Penalidades por mora
¿Qué ocurre si un estudiante no paga una cuota de enseñanza a tiempo?,Se aplica un recargo por mora y puede haber restricciones en el acceso a servicios académicos.,Moras y penalidades,Plan Tarifario 2025 - Penalidades por mora
¿Cuáles son las consecuencias del atraso en los pagos mensuales?,El estudiante podría enfrentar intereses moratorios y limitaciones en trámites internos o visualización de notas.,Moras y penalidades,Plan Tarifario 2025 - Penalidades por mora
¿Qué pasa si me atraso en el pago de una cuota académica?,Se generan penalidades económicas y se restringen servicios como exámenes o emisión de documentos.,Moras y penalidades,Plan Tarifario 2025 - Penalidades por mora
¿Qué efectos trae el impago de una cuota de enseñanza en UPAO?,La universidad puede suspender ciertos beneficios o trámites hasta que se regularice la situación.,Moras y penalidades,Plan Tarifario 2025 - Penalidades por mora
¿Qué implicancias tiene no cumplir con el pago oportuno de las cuotas de enseñanza?,"Además del recargo, se restringen funciones clave del entorno académico hasta que se realice el pago.",Moras y penalidades,Plan Tarifario 2025 - Penalidades por mora
¿Qué debo hacer si deseo solicitar un fraccionamiento o prórroga de pago?,"Si el estudiante atraviesa una situación económica complicada, puede solicitar formalmente el fraccionamiento o prórroga de pagos en la Oficina de Tesorería o mediante el sistema virtual. Esta solicitud debe realizarse antes de la fecha de vencimiento de la cuota y será evaluada según el Reglamento Financiero vigente.",Fraccionamiento de pagos,Plan Tarifario 2025 - Procedimiento de fraccionamiento
¿Cómo puedo pedir un aplazamiento o fraccionamiento de mis pagos?,Se debe presentar una solicitud formal en Tesorería o vía virtual antes del vencimiento de la cuota.,Fraccionamiento de pagos,Plan Tarifario 2025 - Procedimiento de fraccionamiento
¿Qué pasos seguir si necesito dividir o extender el pago de la cuota?,Es necesario solicitarlo oficialmente presentando justificación económica dentro del plazo establecido.,Fraccionamiento de pagos,Plan Tarifario 2025 - Procedimiento de fraccionamiento
¿Qué trámite debo hacer para fraccionar una cuota vencida?,"Solicitarlo antes de la fecha límite, con los documentos que acrediten la situación financiera.",Fraccionamiento de pagos,Plan Tarifario 2025 - Procedimiento de fraccionamiento
¿Cuál es el proceso para pedir un fraccionamiento de pago en UPAO?,"Se presenta una solicitud con sustento económico, que será evaluada conforme al reglamento vigente.",Fraccionamiento de pagos,Plan Tarifario 2025 - Procedimiento de fraccionamiento
¿Qué procedimiento aplica si no puedo pagar a tiempo y quiero una prórroga?,"Realizar la solicitud antes del vencimiento en Tesorería o vía web, para su evaluación institucional.",Fraccionamiento de pagos,Plan Tarifario 2025 - Procedimiento de fraccionamiento
¿Existen descuentos o beneficios económicos por alto rendimiento académico?,"Sí, la Universidad otorga becas y beneficios económicos a los estudiantes con alto rendimiento académico. Estos beneficios pueden cubrir total o parcialmente la CSE, y su otorgamiento está regulado por el Reglamento de Becas.",Becas y beneficios,Plan Tarifario 2025 - Becas por mérito académico
¿Hay becas disponibles por tener buenas notas en la universidad?,"Sí, se otorgan beneficios que pueden cubrir parte o la totalidad de la enseñanza por méritos académicos.",Becas y beneficios,Plan Tarifario 2025 - Becas por mérito académico
¿Qué tipo de ayuda económica puede recibir un estudiante con alto rendimiento?,"Puede acceder a becas de cobertura parcial o total, según su promedio y requisitos del reglamento.",Becas y beneficios,Plan Tarifario 2025 - Becas por mérito académico
¿UPAO brinda descuentos por desempeño académico destacado?,"Sí, existen incentivos económicos para estudiantes con excelente rendimiento.",Becas y beneficios,Plan Tarifario 2025 - Becas por mérito académico
¿Qué apoyos financieros da la universidad a los estudiantes sobresalientes?,"Otorga becas por mérito que alivian los costos de la CSE, conforme a los criterios establecidos.",Becas y beneficios,Plan Tarifario 2025 - Becas por mérito académico
¿Cómo reconoce la UPAO a los alumnos con rendimiento académico elevado?,A través de becas y descuentos regulados que se asignan por logros académicos sostenidos.,Becas y beneficios,Plan Tarifario 2025 - Becas por mérito académico
¿Qué servicios se consideran adicionales a la enseñanza?,"Los servicios adicionales incluyen trámites administrativos como constancias, duplicados, exámenes extraordinarios, uso especial de laboratorios, entre otros. Cada uno tiene una tarifa específica que debe ser consultada en el tarifario anexo al documento.",Servicios adicionales,Plan Tarifario 2025 - Derechos académicos
¿Qué tipo de servicios tienen un costo aparte del servicio de enseñanza?,"Los servicios adicionales abarcan trámites como constancias, exámenes extraordinarios o emisión de duplicados, cada uno con su tarifa respectiva, fuera de la Cuota de Enseñanza.",Servicios adicionales,Plan Tarifario 2025 - Derechos académicos
¿Qué prestaciones no están incluidas en la Cuota de Servicio de Enseñanza?,"Aquellos servicios académicos o administrativos no directamente vinculados al dictado regular de clases, como constancias o exámenes especiales, se consideran adicionales y tienen un costo aparte.",Servicios adicionales,Plan Tarifario 2025 - Derechos académicos
¿Qué servicios deben pagarse aparte del plan de estudios habitual?,"Deben abonarse por separado los trámites administrativos como duplicados, certificados, reinscripciones y otros procesos especiales no comprendidos en la enseñanza ordinaria.",Servicios adicionales,Plan Tarifario 2025 - Derechos académicos
¿Cuáles son los servicios no comprendidos dentro del pago regular de enseñanza?,"Se excluyen del pago regular servicios como la validación de estudios, exámenes fuera de fecha, emisión de documentos oficiales y otros procesos no contemplados en el desarrollo curricular.",Servicios adicionales,Plan Tarifario 2025 - Derechos académicos
¿Qué servicios académicos tienen una tarifa independiente del costo por enseñanza?,"Los servicios considerados adicionales son aquellos que implican gestiones individuales, como trámites administrativos, constancias o el uso especial de instalaciones, y se tarifan según el anexo correspondiente.",Servicios adicionales,Plan Tarifario 2025 - Derechos académicos
¿Dónde puedo revisar el cronograma exacto de vencimientos de cuotas?,El cronograma completo de vencimientos se publica en la plataforma académica (Intranet) al inicio de cada semestre y también se encuentra en el documento oficial del Plan Tarifario. Es importante revisarlo para evitar pagos extemporáneos.,Calendario de pagos,Plan Tarifario 2025 - Anexo de cronograma
¿En qué lugar se publica el calendario de vencimientos de las cuotas?,El cronograma de pagos es publicado en la Intranet universitaria y forma parte del anexo del Plan Tarifario oficial del semestre.,Calendario de pagos,Plan Tarifario 2025 - Anexo de cronograma
¿Cómo puedo consultar las fechas de vencimiento de mis cuotas académicas?,Puedes revisar el cronograma accediendo a la plataforma institucional (Intranet) o en el documento oficial del Plan Tarifario al inicio del ciclo.,Calendario de pagos,Plan Tarifario 2025 - Anexo de cronograma
¿Dónde está disponible el cronograma oficial de pagos académicos?,"Está disponible tanto en la Intranet como en el anexo del tarifario semestral, para conocimiento de todos los estudiantes.",Calendario de pagos,Plan Tarifario 2025 - Anexo de cronograma
¿Cómo accedo al calendario con las fechas de pago por enseñanza?,Accediendo a la plataforma virtual de la universidad o consultando el tarifario académico publicado al inicio de cada semestre.,Calendario de pagos,Plan Tarifario 2025 - Anexo de cronograma
¿Dónde encuentro las fechas exactas para pagar mis cuotas?,Las fechas están especificadas en el cronograma incluido en el Plan Tarifario 2025 y también se difunden mediante los canales institucionales.,Calendario de pagos,Plan Tarifario 2025 - Anexo de cronograma
¿Qué consecuencias tiene la morosidad en pagos de derechos académicos?,"La morosidad genera intereses diarios y puede conllevar restricciones académicas como la imposibilidad de matricularse, acceder a exámenes o realizar trámites en línea. Es recomendable regularizar cualquier deuda lo antes posible para evitar estos inconvenientes.",Moras y penalidades,Plan Tarifario 2025 - Política de morosidad
¿Qué pasa si un estudiante no cumple con los pagos a tiempo?,"La falta de pago genera recargos por mora y puede restringir el acceso a trámites como matrícula, exámenes o entrega de documentos académicos.",Moras y penalidades,Plan Tarifario 2025 - Política de morosidad
¿Qué efectos tiene retrasarse en los pagos universitarios?,El retraso en el cumplimiento de cuotas acarrea penalidades financieras y puede bloquear servicios académicos esenciales hasta su regularización.,Moras y penalidades,Plan Tarifario 2025 - Política de morosidad
¿Cuáles son las penalidades por morosidad en la universidad?,"Se aplican intereses diarios acumulativos y limitaciones para acceder a plataformas, evaluaciones o procesos administrativos.",Moras y penalidades,Plan Tarifario 2025 - Política de morosidad
¿Qué medidas aplica la UPAO por falta de pago oportuno?,"Las medidas incluyen restricciones para matricularse, solicitar constancias, rendir exámenes y continuar procesos académicos si hay deuda vigente.",Moras y penalidades,Plan Tarifario 2025 - Política de morosidad
¿Qué problemas causa la morosidad en pagos académicos?,"La morosidad impide la continuidad fluida del proceso formativo al generar bloqueos en sistemas académicos, trámites y generación de documentos.",Moras y penalidades,Plan Tarifario 2025 - Política de morosidad
¿Cómo puedo acceder a una beca por situación económica?,"Debes presentar tu solicitud de beca socioeconómica con los documentos que acrediten tu situación (ingresos familiares, carta de exposición de motivos, etc.). Esta solicitud será evaluada por el área de Bienestar Universitario y tiene fechas establecidas en el cronograma oficial.",Becas y beneficios,Plan Tarifario 2025 - Becas socioeconómicas
¿Qué se requiere para solicitar una beca por necesidad económica?,Es necesario presentar una solicitud acompañada de documentos que acrediten la situación económica familiar ante Bienestar Universitario.,Becas y beneficios,Plan Tarifario 2025 - Becas socioeconómicas
¿Qué pasos seguir si quiero una beca por razones económicas?,Debes llenar el formulario oficial y adjuntar la documentación socioeconómica correspondiente en el plazo establecido.,Becas y beneficios,Plan Tarifario 2025 - Becas socioeconómicas
¿Cómo acceder a beneficios económicos por baja capacidad de pago?,"A través de la postulación a la beca socioeconómica, evaluada según criterios establecidos por la universidad y el reglamento de becas.",Becas y beneficios,Plan Tarifario 2025 - Becas socioeconómicas
¿Qué hacer si necesito apoyo económico para continuar mis estudios?,"Solicita la beca en Bienestar Universitario con sustento documental que evidencie tu situación, respetando el cronograma publicado.",Becas y beneficios,Plan Tarifario 2025 - Becas socioeconómicas
¿Qué trámite realizar para postular a una beca por situación vulnerable?,Cumplir con los requisitos de la convocatoria oficial y entregar la documentación solicitada que demuestre tu condición económica.,Becas y beneficios,Plan Tarifario 2025 - Becas socioeconómicas
¿Qué derechos académicos tienen costo adicional al proceso de matrícula?,"Derechos como reinscripción, retiro de cursos, validación de estudios, emisión de certificados, constancias y trámites de titulación están sujetos a pagos adicionales establecidos en el tarifario vigente.",Derechos académicos,Plan Tarifario 2025 - Anexo tarifario
¿Qué trámites implican un pago adicional luego de la matrícula?,"La reinscripción, emisión de constancias, validación de estudios y otros trámites tienen tarifas estipuladas fuera del costo de matrícula.",Derechos académicos,Plan Tarifario 2025 - Anexo tarifario
¿Qué servicios académicos no están incluidos en el pago de matrícula?,"Servicios como certificados, títulos, duplicados y procesos administrativos especiales requieren pagos adicionales.",Derechos académicos,Plan Tarifario 2025 - Anexo tarifario
¿Qué derechos requieren pago aparte del proceso de matrícula regular?,"Cualquier gestión académica extra como retiro de cursos, tramitación de títulos o exámenes extraordinarios conllevan un costo adicional.",Derechos académicos,Plan Tarifario 2025 - Anexo tarifario
¿Qué gestiones académicas están sujetas a tarifas adicionales?,"Las gestiones fuera del proceso de matrícula, como reinscripciones, legalizaciones o entrega de documentos, tienen costos específicos.",Derechos académicos,Plan Tarifario 2025 - Anexo tarifario
¿Qué trámites académicos generan un costo extra fuera de la matrícula?,"Toda solicitud formal distinta a la matrícula ordinaria, como constancias o validaciones, debe pagarse según el tarifario vigente.",Derechos académicos,Plan Tarifario 2025 - Anexo tarifario
¿Se puede exonerar del pago de alguna cuota en casos excepcionales?,La exoneración parcial o total de cuotas solo aplica en casos debidamente justificados y evaluados por la Dirección de Bienestar. Requiere presentación formal de solicitud y sustento documentado.,Exoneraciones,Plan Tarifario 2025 - Procedimientos especiales
¿Existen situaciones en las que se puede dejar de pagar una cuota?,"En casos excepcionales debidamente documentados, la universidad puede autorizar exoneraciones parciales o totales, previa evaluación de Bienestar Universitario.",Exoneraciones,Plan Tarifario 2025 - Procedimientos especiales
¿Se permite la exoneración de cuotas si se presenta un caso justificado?,"Sí, pero solo si se demuestra con sustento documental y se presenta la solicitud en los plazos establecidos ante Bienestar Universitario.",Exoneraciones,Plan Tarifario 2025 - Procedimientos especiales
¿En qué casos es posible que un estudiante no pague una cuota?,Cuando existan razones socioeconómicas u otras condiciones extraordinarias validadas por Bienestar Universitario.,Exoneraciones,Plan Tarifario 2025 - Procedimientos especiales
¿Se puede solicitar la exoneración de pago por razones extraordinarias?,"Sí, si se acredita adecuadamente el motivo y se sigue el procedimiento formal indicado por la universidad.",Exoneraciones,Plan Tarifario 2025 - Procedimientos especiales
¿Cuándo procede la exoneración de cuotas según el tarifario?,Cuando se cumple con todos los requisitos y la solicitud es aprobada por la autoridad competente tras su evaluación.,Exoneraciones,Plan Tarifario 2025 - Procedimientos especiales
¿Cómo afecta la inasistencia a clases en relación con la CSE?,"La Cuota de Servicio de Enseñanza se mantiene incluso si el estudiante falta a clases, ya que cubre el acceso al servicio académico completo. No se hacen devoluciones por inasistencias.",Cuota de Enseñanza,Plan Tarifario 2025 - Términos generales
¿La falta a clases influye en el pago de la CSE?,"No, el pago de la CSE es obligatorio y no depende de la asistencia a clases, ya que corresponde al servicio educativo contratado.",Cuota de Enseñanza,Plan Tarifario 2025 - Términos generales
¿Se descuenta algo de la CSE si no asisto a clases?,"No hay descuentos por inasistencia, ya que la cuota cubre el acceso a los servicios académicos durante el semestre completo.",Cuota de Enseñanza,Plan Tarifario 2025 - Términos generales
¿Qué pasa con la cuota si el estudiante no asiste regularmente?,"Se mantiene el cobro de la CSE, independientemente del nivel de asistencia a clases.",Cuota de Enseñanza,Plan Tarifario 2025 - Términos generales
¿La CSE se ajusta si el alumno falta por motivos personales?,"No, el tarifario no contempla ajustes por faltas personales no justificadas oficialmente.",Cuota de Enseñanza,Plan Tarifario 2025 - Términos generales
¿Se mantiene el cobro de la CSE pese a inasistencias?,"Sí, ya que se considera un pago fijo por los servicios educativos ofrecidos durante el ciclo.",Cuota de Enseñanza,Plan Tarifario 2025 - Términos generales
"¿Qué pasa si me retiro del semestre, puedo solicitar devolución?","Si el estudiante se retira oficialmente antes de la tercera semana de clases, puede solicitar la devolución parcial de lo pagado. Después de ese periodo, no hay lugar a reembolsos, salvo excepciones justificadas.",Retiros y devoluciones,Plan Tarifario 2025 - Política de devolución
